0,0,0,0
0.001,4.1845e-009,6.2831,0.012968
0.002,3.344e-008,12.566,0.053468
0.003,1.1274e-007,18.8484,0.12388
0.004,2.6692e-007,25.1301,0.22657
0.005,5.207e-007,31.4108,0.36386
0.006,8.9866e-007,37.6902,0.53807
0.007,1.4252e-006,43.9681,0.75147
0.008,2.1246e-006,50.2443,1.0063
0.009,3.021e-006,56.5185,1.3049
0.01,4.1381e-006,62.7905,1.6493
0.011,5.4999e-006,69.06,2.0418
0.012,7.1296e-006,75.3268,2.4846
0.013,9.0508e-006,81.5906,2.9796
0.014,1.1286e-005,87.8512,3.529
0.015,1.3859e-005,94.1083,4.1349
0.016,1.6792e-005,100.3617,4.7993
0.017,2.0107e-005,106.6112,5.5241
0.018,2.3826e-005,112.8564,6.3113
0.019,2.7971e-005,119.0972,7.1628
0.02,3.2565e-005,125.3332,8.0805
0.021,3.7627e-005,131.5644,9.0663
0.022,4.3179e-005,137.7903,10.1218
0.023,4.9241e-005,144.0108,11.249
0.024,5.5835e-005,150.2256,12.4495
0.025,6.298e-005,156.4345,13.7249
0.026,7.0696e-005,162.6372,15.0771
0.027,7.9001e-005,168.8334,16.5074
0.028,8.7916e-005,175.0231,18.0176
0.029,9.746e-005,181.2058,19.6092
0.03,0.00010765,187.3813,21.2835
0.031,0.0001185,193.5495,23.0422
0.032,0.00013004,199.71,24.8864
0.033,0.00014227,205.8626,26.8177
0.034,0.00015522,212.0071,28.8373
0.035,0.00016891,218.1432,30.9464
0.036,0.00018334,224.2708,33.1464
0.037,0.00019854,230.3894,35.4383
0.038,0.00021452,236.499,37.8232
0.039,0.00023129,242.5992,40.3023
0.04,0.00024887,248.6899,42.8767
0.041,0.00026727,254.7707,45.5471
0.042,0.00028651,260.8415,48.3148
0.043,0.0003066,266.902,51.1804
0.044,0.00032756,272.9519,54.1448
0.045,0.00034939,278.9911,57.2089
0.046,0.0003721,285.0193,60.3734
0.047,0.00039572,291.0362,63.6389
0.048,0.00042024,297.0416,67.0062
0.049,0.00044568,303.0353,70.4759
0.05,0.00047206,309.017,74.0484
0.051,0.00049937,314.9865,77.7243
0.052,0.00052763,320.9436,81.5041
0.053,0.00055686,326.888,85.3881
0.054,0.00058704,332.8195,89.3767
0.055,0.0006182,338.7379,93.4702
0.056,0.00065034,344.6429,97.6688
0.057,0.00068347,350.5343,101.9729
0.058,0.0007176,356.4119,106.3825
0.059,0.00075272,362.2754,110.8977
0.06,0.00078885,368.1246,115.5186
0.061,0.00082599,373.9592,120.2452
0.062,0.00086414,379.7791,125.0775
0.063,0.00090332,385.584,130.0154
0.064,0.00094351,391.3737,135.0587
0.065,0.00098473,397.1479,140.2073
0.066,0.001027,402.9064,145.461
0.067,0.0010703,408.6491,150.8193
0.068,0.0011146,414.3756,156.2822
0.069,0.0011599,420.0857,161.849
0.07,0.0012063,425.7793,167.5195
0.071,0.0012537,431.456,173.2931
0.072,0.0013021,437.1158,179.1694
0.073,0.0013516,442.7582,185.1477
0.074,0.0014021,448.3832,191.2275
0.075,0.0014536,453.9905,197.4081
0.076,0.0015062,459.5799,203.6888
0.077,0.0015598,465.1511,210.0688
0.078,0.0016144,470.7039,216.5474
0.079,0.00167,476.2382,223.1237
0.08,0.0017266,481.7537,229.7969
0.081,0.0017843,487.2501,236.566
0.082,0.0018429,492.7273,243.43
0.083,0.0019025,498.1851,250.388
0.084,0.0019632,503.6232,257.4388
0.085,0.0020248,509.0414,264.5815
